author_id,author_name,work_id,page_title,creation_date,raw_character_count,original_cleaned_character_count,cleaned_character_count,han_character_count,removed_character_count,metadata_removed_character_count,metadata_removed_block_count,paragraph_count,sentence_count,segmented_token_count,short_interaction_count,multi_interaction_count,full_pinyin_success_count,initial_pinyin_success_count,alignment_failure_count,original_script_distribution,script_distribution,opencc_changed_character_count,boundary_sequence_count,punctuation_boundary_count,latin_or_digit_boundary_count,whitespace_boundary_count,other_symbol_boundary_count,original_cleaned_sha256,simplified_cleaned_sha256
da-author-mscarlet-78b5e8fb,MScarlet,da-work-1165207306,一頭會行走的海豹,2020-06-30,2477,2045,2045,1438,432,386,1,15,34,848,847,710,1557,1557,0,mixed,simplified,472,137,127,49,33,0,26cd9f693210c1ff142fcd192bbd09bbd8af1ea2d5af9e0184a85be121d19c1d,97fad2cc8d26ce01844fe18f396952282246bc2c4981eb1d826c1982d880e5c1
da-author-agent-phage-bc08199e,Agent Phage,da-work-1204177967,PS-02 坏运,2020-07-19,5227,5026,5026,4371,201,194,1,9,201,2716,2715,2301,5016,5016,0,simplified,simplified,0,414,413,2,68,0,68824078a395d04d53f5d2ae66ecc14508698f60414406e57ce2709234aef17b,68824078a395d04d53f5d2ae66ecc14508698f60414406e57ce2709234aef17b
da-author-etinjat-1c584251,Etinjat,da-work-1204498253,游音流 - 鲨击百科,2020-07-19,22049,15536,15536,7373,6513,0,0,260,277,4175,4174,3108,7282,7282,0,simplified,simplified,0,1066,751,161,424,13,76d86f72382cb990aa920618f053b331785273243fa78d1fc2aa9232e5c18168,76d86f72382cb990aa920618f053b331785273243fa78d1fc2aa9232e5c18168
da-author-etinjat-1c584251,Etinjat,da-work-1257303606,虚皇衍帝说无量绎梦万天七法妙宝镇域外伪魔经,2020-07-31,3630,3407,3407,2095,223,0,0,5,108,1178,1177,778,1955,1955,0,mixed,mixed,2,400,400,1,20,0,ab4e211db4abffd7777ea2a5a8a3e97f47dc496912c9d95319eb0458f3f50f18,18330ed0016d54cf40614d5e09cd85755b6b62f124ce47f76ee7dba037ab3fd5
da-author-agent-phage-bc08199e,Agent Phage,da-work-1260628233,第〇〇三三号,2020-08-03,5441,5198,5198,4482,243,212,1,40,185,2654,2653,2131,4784,4784,0,simplified,simplified,12,522,509,19,85,3,da462a70d00fe0396717bac1a8802e7039eac8dae7d465638f32a15cb72e3a41,7f5bf7219acec9ee9dceddd56c5869885261cfeb0e3c02ef5cb5236180248101
da-author-breaddddd-d9923f3d,breaddddd,da-work-1260808376,安布罗斯 x AWCY联名快闪店,2020-08-16,5366,5338,5338,4480,28,0,0,26,145,2574,2573,2093,4666,4666,0,simplified,simplified,1,482,428,50,105,9,60c4f7231fbd7a81418a33be395ba66b50049f56e49ed5473f45c0cdd35f14d9,dce657f245e1521cde5b0e253a100bf97ec14d42d56bcc920dfd1270dc1f2798
da-author-etinjat-1c584251,Etinjat,da-work-1261306531,万劫历数混元通纪 · 十纪卮言第七 · 中,2020-08-20,28774,28587,28587,23195,187,0,0,49,1037,13393,13388,8767,22155,22155,9,mixed,mixed,25,4618,4531,149,262,13,ad93d1459eb24053a2a7358a53d7eb91795afab10a5ce342153af7b9ae649b8e,45a49383364ad9bf171671511bfc04903a1f23184d6e7a7057362b15ce876bd7
da-author-agent-phage-bc08199e,Agent Phage,da-work-1267725120,文语谈 第十一期：紫猫,2020-08-23,13038,12654,12654,10038,384,0,0,344,449,6162,6161,5020,11181,11181,0,simplified,simplified,0,1142,905,142,644,8,1be73fe0fd6081c480d3ba848c4d95a5def6bc869a0333e8953afbfa33fc524b,1be73fe0fd6081c480d3ba848c4d95a5def6bc869a0333e8953afbfa33fc524b
da-author-etinjat-1c584251,Etinjat,da-work-1278079946,鲁镇纪略,2020-09-09,3427,3352,3352,2892,75,0,0,11,120,1748,1747,1402,3149,3149,0,mixed,simplified,1,347,338,13,33,0,40a3ad893fc4b0fde0ac386c7c1a549b0901357794c85448c34665cdcb7eb61c,1c7e6b2e84762b78e42d205a473ec41169536b4edb526bc7021cff889ee12993
da-author-breaddddd-d9923f3d,breaddddd,da-work-1299736730,文语谈 第十二期：噬菌体,2020-09-14,16916,16514,16514,12980,402,0,0,357,514,8052,8051,6458,14509,14509,0,mixed,simplified,7,1593,1259,256,676,4,a77a2cf3d846c6f67e5c0edfea0554ec602bd613b34a7ffa2370d7b70cdd71c6,eb99dabaaf20f7e53b65e5b6bd75d0ab1f51abbb1b948acb73c58083d28974b5
da-author-etinjat-1c584251,Etinjat,da-work-1304974711,子不语 · 蝶蛛 · 第捌柒伍,2020-09-25,1144,1100,1100,845,44,0,0,11,44,513,511,340,851,851,3,mixed,simplified,26,170,160,2,25,3,6750292ffdd5d3dd8ef64edbdf62dc36c68cc25d0f70c7d8a64ffc08d46a072f,e07bd038925eaa33d1373fea1c6a97861c103110e2130f1361e8748c3733de62
da-author-etinjat-1c584251,Etinjat,da-work-1305053919,笔记：没有人是真正的西方勇者,2020-10-02,966,956,956,817,10,0,0,5,10,449,448,364,812,812,0,simplified,simplified,0,85,57,3,32,9,571d7825bc1ec71f8dd77495dc94bd8082f845f503b2817548a322a397ff8c08,571d7825bc1ec71f8dd77495dc94bd8082f845f503b2817548a322a397ff8c08
da-author-etinjat-1c584251,Etinjat,da-work-1305762934,异学子 · 西那王上 · 神御,2020-11-10,2493,2299,2299,1344,194,0,0,5,74,813,812,534,1346,1346,0,mixed,simplified,3,278,278,1,15,0,1df329ac195506a90346b74b42075afc276b336ccaf03e3f5b0cc5ab72f14485,3406e42570375e231afbb69a2e794eebaa532389550c984fa681bdd5fba8cbc8
da-author-etinjat-1c584251,Etinjat,da-work-1306161187,摇铃组诗 - 秋之章,2020-12-11,912,913,913,783,0,0,0,12,8,456,455,343,798,798,0,simplified,simplified,0,112,52,0,67,0,423c7f917910fb84327c3a4994ef3d54f1bde4ec4b8a17716b06597b888efd7d,423c7f917910fb84327c3a4994ef3d54f1bde4ec4b8a17716b06597b888efd7d
da-author-etinjat-1c584251,Etinjat,da-work-1306311171,异学零壹捌 感孕寄胎,2020-12-23,6156,5932,5932,4348,224,0,0,26,208,2576,2574,1740,4314,4314,4,mixed,simplified,4,832,822,1,68,8,709ac7a80731d97a8ef5c6f4f2385673741eeb0823fd02ef180b9f2fc1345afc,ca77290dd009689d6ecb1c6c45d9167d2555b1f0283618feb76fa367ccf8c2a5
da-author-etinjat-1c584251,Etinjat,da-work-1306318159,步虚列仙传续编：北极仙翁礼宝丈人,2020-12-24,1940,1711,1711,702,229,0,0,8,43,390,389,258,647,647,0,simplified,simplified,0,132,117,1,24,1,f2e6498d3cb1728099ba5a95a8bb245610f79f7324636981dd3855e095a62485,f2e6498d3cb1728099ba5a95a8bb245610f79f7324636981dd3855e095a62485
da-author-breaddddd-d9923f3d,breaddddd,da-work-1306372902,非官方中分mtf列表整理,2020-12-31,48162,47181,47181,15324,981,0,0,955,947,7907,7906,3973,11879,11879,0,mixed,simplified,89,3933,2980,3160,2792,61,0fd6f5f000d800575119fd8a79039c618eafe0315f592e20b15ffe83f3a579ed,7c822dcd5398f57ae73ae321317474b0a34b2366d6e1cf56b7074faed55e8ab5
da-author-agent-phage-bc08199e,Agent Phage,da-work-1306820190,除夕事变-第一部分：辞旧,2021-02-11,3791,3550,3550,3164,241,186,1,11,109,1854,1853,1572,3425,3425,0,simplified,simplified,0,281,274,5,54,0,7e42a4a0bd703c7cab1fceaff27d346fe391617abbd06b0ae6f608ec64868d6b,7e42a4a0bd703c7cab1fceaff27d346fe391617abbd06b0ae6f608ec64868d6b
da-author-agent-phage-bc08199e,Agent Phage,da-work-1306878731,除夕事变-第二部分：贺岁,2021-02-12,4936,4679,4679,3933,257,186,1,13,186,2343,2342,1908,4250,4250,0,simplified,simplified,0,434,427,9,96,0,7c62ef66ac6d18eb6e5540646e4b63acfee5790839cbc2621352093e14cfd737,7c62ef66ac6d18eb6e5540646e4b63acfee5790839cbc2621352093e14cfd737
da-author-agent-phage-bc08199e,Agent Phage,da-work-1306900999,除夕事变-第三部分：迎新,2021-02-14,4965,4867,4867,3938,98,55,1,10,189,2362,2361,1900,4261,4261,0,simplified,simplified,0,461,447,32,96,0,8902ae84c0a76b0a02a2e6a4b5bb0c774421ad61235dd655b48707b3b0485216,8902ae84c0a76b0a02a2e6a4b5bb0c774421ad61235dd655b48707b3b0485216
da-author-agent-phage-bc08199e,Agent Phage,da-work-1306901813,银杏生长,2021-02-14,3634,3413,3413,2888,221,186,1,6,123,1742,1741,1449,3190,3190,0,simplified,simplified,0,294,279,26,48,0,3035f2bd1d08472f655384692510dbc99074f9fe8089687f9897db91731c1f0d,3035f2bd1d08472f655384692510dbc99074f9fe8089687f9897db91731c1f0d
da-author-re-spectators-464e4708,Re_spectators,da-work-1306943399,混沌理论,2021-02-17,1647,1533,1533,764,114,0,0,22,36,423,422,295,717,717,0,mixed,simplified,12,128,90,52,80,9,caf2a4a86b8b7c61ff8426e3fc1be64418aa38c2a466f346314035b3cbc0c38c,ba8a9eedf5155812ae104a44795876997f1dfe3495609a8a9c5b5d92de84e68b
da-author-mscarlet-78b5e8fb,MScarlet,da-work-1306973577,假面,2021-02-21,5266,5039,5039,2737,227,0,0,29,70,1600,1599,1171,2770,2770,0,mixed,simplified,912,428,355,202,97,2,62617c69f677863fff30fd2a85fdbf4e9ea496d0b80d3694f88f2a8e0cf81e45,bb5a0fd61d7363ee53cb60a7354957035d9f233bd02fe4c0801217a389ed8688
da-author-breaddddd-d9923f3d,breaddddd,da-work-1306989753,SPC-CN-777,2021-02-24,1498,1497,1497,1218,1,0,0,2,34,698,697,564,1261,1261,0,simplified,simplified,0,133,132,13,16,0,e5bbfc709ba48c0202472315b69c526288855bc0df150ade5a9ca79e5ea634e6,e5bbfc709ba48c0202472315b69c526288855bc0df150ade5a9ca79e5ea634e6
da-author-etinjat-1c584251,Etinjat,da-work-1306990183,渺茫生建木,2021-02-24,325,321,321,251,4,0,0,2,3,149,148,102,250,250,0,mixed,simplified,1,46,30,5,19,0,686e869267a82fc2666d037d8e80b5acee869f36999a96c9a56ebcc15b1919c1,b1cd54c5667c28bc3469014d5ab3d3a1163a30ab3e0f76872814ca8d5e730d35
da-author-etinjat-1c584251,Etinjat,da-work-1307247841,茧房,2021-03-15,1247,1248,1248,985,0,0,0,2,23,571,570,475,1045,1045,0,simplified,simplified,0,96,90,19,13,2,95ce736a6cc653bab90520bf97ed33bc02c9b5f3fc3c4b50d62c14e3aa5906d9,95ce736a6cc653bab90520bf97ed33bc02c9b5f3fc3c4b50d62c14e3aa5906d9
da-author-re-spectators-464e4708,Re_spectators,da-work-1307368226,盐之子,2021-03-16,4231,3825,3825,2687,406,399,1,13,89,1544,1543,1274,2817,2817,0,simplified,simplified,0,270,226,92,44,28,4608a65308f0d845086e1ec2236129a8956587e493c372508712902e4053b94f,4608a65308f0d845086e1ec2236129a8956587e493c372508712902e4053b94f
da-author-etinjat-1c584251,Etinjat,da-work-1307465113,咸水歌·疍家仔,2021-03-18,317,318,318,264,0,0,0,1,1,198,197,143,340,340,0,simplified,simplified,0,54,19,0,35,0,3fe1b179d2d9bbf95394a56a7ecd46f64f6c109c1cbabfaab68512f070d6e22d,3fe1b179d2d9bbf95394a56a7ecd46f64f6c109c1cbabfaab68512f070d6e22d
da-author-agent-phage-bc08199e,Agent Phage,da-work-1308319039,时停的囚笼,2021-03-21,5895,2685,2685,2009,3210,3197,1,22,58,1146,1145,916,2061,2061,0,simplified,simplified,0,230,179,66,62,0,a20be2ca6b26b70f3465bf5846d26c1df4ab69499328c9c5a426ba011512ae00,a20be2ca6b26b70f3465bf5846d26c1df4ab69499328c9c5a426ba011512ae00
da-author-breaddddd-d9923f3d,breaddddd,da-work-1308413127,文语谈 第十三期：真理,2021-03-25,16312,15949,15949,12313,363,0,0,323,475,7594,7593,6146,13739,13739,0,simplified,simplified,0,1448,1265,262,446,10,6db7e917f21076c79629b72075f69cc8d75aa4e93729d3f535b256cc4994674a,6db7e917f21076c79629b72075f69cc8d75aa4e93729d3f535b256cc4994674a
da-author-breaddddd-d9923f3d,breaddddd,da-work-1308434499,小区守护神,2021-03-27,2524,2523,2523,1850,1,0,0,6,49,1037,1036,833,1869,1869,0,simplified,simplified,0,204,192,45,25,3,60d5cccd8858c7d40e9b4743a86928c0a6448a0810462e8b18f4998d5c2b8449,60d5cccd8858c7d40e9b4743a86928c0a6448a0810462e8b18f4998d5c2b8449
da-author-breaddddd-d9923f3d,breaddddd,da-work-1308434501,小美面具,2021-03-27,2622,2620,2620,1715,2,0,0,5,46,987,986,797,1783,1783,0,simplified,simplified,0,190,182,69,19,2,375600e5c0780db389c8fc5d9e2c0f5be076567c3217e907f1d9429150929fc3,375600e5c0780db389c8fc5d9e2c0f5be076567c3217e907f1d9429150929fc3
da-author-agent-phage-bc08199e,Agent Phage,da-work-1308475040,文语谈 第十五期：歌辞,2021-04-04,28476,27542,27542,20638,934,0,0,675,679,12689,12688,9871,22559,22559,0,simplified,simplified,0,2817,2372,472,1004,65,8ec6ad409c82772febddb34716277b95cdbbb456b06bbaaa04fe504ba18aa439,8ec6ad409c82772febddb34716277b95cdbbb456b06bbaaa04fe504ba18aa439
da-author-breaddddd-d9923f3d,breaddddd,da-work-1308482173,文语谈 第十六期：HD,2021-04-05,20759,20550,20550,17255,209,0,0,184,383,10428,10427,8612,19039,19039,0,simplified,simplified,0,1816,1695,186,251,4,0b97783c7814ac6d4637e866bbf3e1267fa27c5e63e0deebe097f1b76520c537,0b97783c7814ac6d4637e866bbf3e1267fa27c5e63e0deebe097f1b76520c537
da-author-mscarlet-78b5e8fb,MScarlet,da-work-1308568581,屬於偶像的戰場,2021-04-12,3383,3026,3026,2563,357,356,1,4,73,1522,1521,1241,2762,2762,0,traditional,simplified,705,280,278,3,54,5,49cc3f5a28eb2c2a485eb6518cef3dc5d9d6e436e1621471ea18d7461574c89c,a8c3bbb3e51b902faa70b21b366cfcd2819d59566e9a2c4321bdb7aa8ef71696
da-author-etinjat-1c584251,Etinjat,da-work-1308610057,破碎之诞,2021-04-15,2586,2148,2148,757,438,0,0,13,12,444,443,337,780,780,0,simplified,simplified,0,107,19,1,90,0,5b38f95ca0a3de15eda777be9b55123072bea67cdd5a93736689831cf19e57ac,5b38f95ca0a3de15eda777be9b55123072bea67cdd5a93736689831cf19e57ac
da-author-re-spectators-464e4708,Re_spectators,da-work-1310969119,梦见天堂,2021-05-05,1712,1710,1710,1094,2,0,0,5,37,635,634,514,1148,1148,0,simplified,simplified,8,120,106,56,26,0,60d3fcbe74575d6ace6f5f3fc5735bce1ce3d2ff93e34c4b935eeb6c05852290,80c80dafaf6d1df86c58c1d166f6eb83845fcfcf2ee447e0edbde99fb3cc4b1a
da-author-etinjat-1c584251,Etinjat,da-work-1310979032,未来星宿化劫谶,2021-05-05,1114,1102,1102,770,12,0,0,17,81,486,485,244,729,729,0,mixed,simplified,1,241,226,0,68,2,4e90dcd4bce1786107bb57d12d9002998ad41a54d6c4cf65eb3848c8d4c703fb,d7646377fbf5b1fda8b212b59566dc2643d8454f751710115c65ce95c64d4c33
da-author-breaddddd-d9923f3d,breaddddd,da-work-1311008924,发际线大作战,2021-05-09,2593,2584,2584,2063,9,0,0,16,71,1162,1161,891,2052,2052,0,simplified,simplified,0,271,253,29,54,0,e179c1f32a14c85178f40b71112f5ad8eee9276e5252b0d8c30eef28df6d1557,e179c1f32a14c85178f40b71112f5ad8eee9276e5252b0d8c30eef28df6d1557
da-author-breaddddd-d9923f3d,breaddddd,da-work-1311013939,文语谈 第十七期：花子,2021-05-10,14784,14563,14563,12150,221,0,0,190,454,7258,7257,5985,13242,13242,0,mixed,simplified,3,1273,1150,138,241,28,6dffc087d9b3df674f0779361800992f1fe6b23f91d54f17bdfdb8d8479a0024,bb33a6da5713d4dfb94c897cc77fc7e135e358add9325cc1ac839252df8ec4ea
da-author-etinjat-1c584251,Etinjat,da-work-1312031374,超形上学导论,2021-06-09,36751,36493,36493,28038,258,0,0,283,746,16599,16598,13109,29707,29707,0,simplified,simplified,0,3490,3139,547,794,18,30cc2b60a97356c5c6cf901b39143d8615cdbea28761a8e73aa373bede1593c2,30cc2b60a97356c5c6cf901b39143d8615cdbea28761a8e73aa373bede1593c2
da-author-re-spectators-464e4708,Re_spectators,da-work-1312042098,解密：SCP-CN-1353 - 地西泮仪式,2021-06-11,14017,14002,14002,10758,15,0,0,117,403,6327,6326,4977,11303,11303,0,mixed,simplified,1,1349,1312,185,240,92,f74b858db808d9aa5ea1fe9bf4f3fd3fcd3f85c0ba58ba0f90d73e20a982d1a6,2c6fa85dfaf2ba86fcc73ee9ba6c95cebe24aa003ad4927bcea4683b3cfd5e74
da-author-etinjat-1c584251,Etinjat,da-work-1312092619,在场证明,2021-06-15,1172,1161,1161,942,11,0,0,12,20,555,554,453,1007,1007,0,simplified,simplified,0,101,86,10,26,0,1701b6c69e80408cbd990586e3488d6dd9e6f85e8142decd0a0ff23cc4d337a0,1701b6c69e80408cbd990586e3488d6dd9e6f85e8142decd0a0ff23cc4d337a0
da-author-re-spectators-464e4708,Re_spectators,da-work-1312342920,文语谈 第十八期：道格,2021-07-12,20183,19921,19921,16671,262,0,0,225,387,10274,10273,8616,18889,18889,0,simplified,simplified,0,1657,1511,160,325,0,93fdcb6cc0717c1e6a3d917ddcb0e54e831feb2634c6f1dbba5a14a49222e30e,93fdcb6cc0717c1e6a3d917ddcb0e54e831feb2634c6f1dbba5a14a49222e30e
da-author-etinjat-1c584251,Etinjat,da-work-1312367742,戲題箱庭東洋百景·其一·率舞,2021-07-17,427,403,403,323,24,0,0,5,1,195,193,121,314,314,3,mixed,simplified,92,71,3,2,69,0,90db0ba5e8759b6a73f50d91dacec5779e8933f8d01ef5b39425bef6cdd34e3f,2ec5a2b39c54306558686d675dc02ecd74da0bec2948c09a34a80c3601c01f28
da-author-etinjat-1c584251,Etinjat,da-work-1312440942,逆模因：传播的“强噪音”,2021-07-27,6086,5998,5998,5016,88,0,0,59,128,2929,2928,2314,5242,5242,0,mixed,simplified,1,615,549,48,146,12,76d0b877adc1f06b3017aebf2cb3123d089accc07cd17de0e7f3556615fa9155,603a33ff0bf8ab3ea2bc9e9e93caf6714d7abc76ac29a4cdbf997e1a691defce
da-author-breaddddd-d9923f3d,breaddddd,da-work-1312533781,文语谈 第十九期：路人,2021-08-07,12593,12191,12191,9411,402,0,0,348,435,5848,5847,4743,10590,10590,0,simplified,simplified,0,1105,950,175,432,1,601ff2a00b0af29c5fc08a7b55754168347cdc732d6f3208fcca2edae1e09477,601ff2a00b0af29c5fc08a7b55754168347cdc732d6f3208fcca2edae1e09477
da-author-agent-phage-bc08199e,Agent Phage,da-work-1313624985,《SCP基金会：通用掩盖协议指南》,2021-08-14,24618,20965,20965,18947,3653,3632,1,14,411,10671,10670,9253,19923,19923,0,simplified,simplified,0,1417,1356,96,188,0,9c9ce374da521c87ed2bc1c0c735aff8d352f6c509b23c4f978dcd9c766d7b86,9c9ce374da521c87ed2bc1c0c735aff8d352f6c509b23c4f978dcd9c766d7b86
da-author-etinjat-1c584251,Etinjat,da-work-1324148511,《贡扎罗王》节选：三只乌鸦,2021-09-24,485,483,483,435,2,0,0,2,1,273,272,225,497,497,0,mixed,simplified,1,47,10,0,37,0,d561a3e0207d973083682f7175af24cb1a22c01a7c2f044faca056192beb1416,f24e00f760befb4590aa0b30631e0e77ad94d97acec02be1fc5863b7c82f8499
da-author-agent-phage-bc08199e,Agent Phage,da-work-1324311781,が-D-0191“第二心脏”贩卖信息,2021-10-04,3483,3446,3446,2861,37,0,0,33,94,1625,1624,1340,2964,2964,0,simplified,simplified,0,284,255,28,75,19,1ade15ad47c69997db22d427373c32376d9d54e5ab7c389e632cc73f14d8c80b,1ade15ad47c69997db22d427373c32376d9d54e5ab7c389e632cc73f14d8c80b
da-author-agent-phage-bc08199e,Agent Phage,da-work-1329988705,化烟,2021-11-11,1736,1674,1674,1192,62,61,1,4,47,709,708,556,1264,1264,0,simplified,simplified,0,153,146,32,26,2,14261fe96aeac22656824f8a2f84ab3cc621ab1417290aaf569264c8ca116f35,14261fe96aeac22656824f8a2f84ab3cc621ab1417290aaf569264c8ca116f35
da-author-etinjat-1c584251,Etinjat,da-work-1330042257,破碎公教之基西拉信经,2021-11-13,8339,7909,7909,5200,430,0,0,36,169,3071,3070,2396,5466,5466,0,simplified,simplified,0,676,656,81,119,40,731aab1a75757322085f99f65679b22b2b5eb68ac975fa658b6ae32c44c34097,731aab1a75757322085f99f65679b22b2b5eb68ac975fa658b6ae32c44c34097
da-author-breaddddd-d9923f3d,breaddddd,da-work-1330077047,《朝颜文学报特刊》：易碎的少女青涩之梦——三明治社动画赏析与杂谈,2021-11-16,18544,18453,18453,16151,91,0,0,48,386,9276,9275,7710,16985,16985,0,simplified,simplified,0,1566,1461,131,196,0,49b2eff612c53d809f3bec0dcca0d6e9556439d75c39dfbca28c5876359b8db7,49b2eff612c53d809f3bec0dcca0d6e9556439d75c39dfbca28c5876359b8db7
da-author-etinjat-1c584251,Etinjat,da-work-1331014733,你们为什么不信那些迹象呢？,2021-12-17,949,939,939,539,10,0,0,13,14,311,310,222,532,532,0,simplified,simplified,0,89,59,29,62,8,c83ff56222989735c48a57336033190ef479c7d87e7d94d343d82e4c9cdddbd6,c83ff56222989735c48a57336033190ef479c7d87e7d94d343d82e4c9cdddbd6
da-author-etinjat-1c584251,Etinjat,da-work-1331158659,愚者史诗：俄耳甫斯之死,2021-12-22,2733,2733,2733,2385,0,0,0,10,9,1447,1446,1126,2572,2572,0,mixed,simplified,1,321,76,2,254,1,d7fca3125c88f04ca2f2dd556b3f8110475a38c00bb9fff0b849f07047456022,091707d02789261c3c22bd2990e7bce8e712ddb712516c551262ceb9a5bce738
da-author-etinjat-1c584251,Etinjat,da-work-1331206445,箱根町奇蹄病大屠杀事件始末,2021-12-28,7071,7016,7016,5904,55,0,0,31,151,3325,3324,2667,5991,5991,0,simplified,simplified,0,657,586,57,131,7,ee170349b0631b6b82fe8c66b96f838f56952161b6b39377781427b793c37a20,ee170349b0631b6b82fe8c66b96f838f56952161b6b39377781427b793c37a20
