author_id,author_name,work_id,page_title,creation_date,raw_character_count,cleaned_character_count,han_character_count,removed_character_count,paragraph_count,sentence_count,segmented_token_count,short_interaction_count,multi_interaction_count,full_pinyin_success_count,initial_pinyin_success_count,alignment_failure_count,script_distribution
da-author-mscarlet-78b5e8fb,MScarlet,da-work-998805909,安布羅斯香江誠草店的菜單,2020-02-29,3797,3669,2483,128,54,55,2293,1512,1250,2762,2762,0,traditional
da-author-etinjat-1c584251,Etinjat,da-work-999247145,前传：无人见此异变,2020-03-01,4791,4784,4339,7,2,132,3056,2610,2194,4804,4804,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-999696783,共醉酩酊迷大梦，不知伊人在何方,2020-03-04,2014,1977,1261,37,8,35,1251,756,601,1357,1357,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-999737203,无字碑,2020-03-06,743,743,556,0,2,16,442,314,260,574,574,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-999753970,单色房间,2020-03-07,2215,2203,1763,12,15,53,1344,1017,837,1854,1854,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-999856373,雾中怪谈,2020-03-11,980,972,763,8,6,20,565,426,353,779,779,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-999864019,请前往Site-CN-44以获取独立储存的数据,2020-03-11,1816,1743,1251,73,14,27,1039,702,584,1286,1286,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-999922846,是否还在身旁？,2020-03-13,2494,2306,1493,188,22,47,1322,868,701,1569,1569,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-999927899,超形上学冒泡泡，尽揽叙事酷到爆,2020-03-13,1733,1694,1078,39,10,27,991,629,506,1135,1135,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1002239704,迟来的光芒随风而去,2020-03-21,2040,1889,1592,151,16,61,1231,994,846,1840,1840,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1002340709,Carroll 122 号：虚空之名,2020-03-26,2728,2565,2191,163,16,67,1583,1274,1083,2357,2357,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1002342616,格鲁乌-P 个案卷宗“科什-Kosch”,2020-03-26,4130,3737,2849,393,54,84,2338,1608,1280,2888,2888,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1015498089,歌行：五次覔狂喜,2020-03-31,231,229,199,2,2,1,142,111,82,193,193,0,simplified
da-author-mscarlet-78b5e8fb,MScarlet,da-work-1020114949,專訪重裝海豹人,2020-04-01,3393,3215,2403,178,19,71,2053,1514,1217,2731,2731,0,mixed
da-author-re-spectators-464e4708,Re_spectators,da-work-1022073917,取代反应,2020-04-02,8425,8343,4762,82,103,254,4952,2643,2056,4699,4699,0,mixed
da-author-re-spectators-464e4708,Re_spectators,da-work-1022095056,Re_spectators的提案,2020-04-02,1049,1050,796,0,2,26,626,463,390,853,853,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-1024189828,梦境搬家,2020-04-04,6229,6221,4033,8,14,195,4035,2382,1834,4216,4216,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1024229829,愚者史诗 —— 缢王深殿里,2020-04-07,3094,3012,2564,82,25,7,1951,1501,1103,2604,2604,4,mixed
da-author-breaddddd-d9923f3d,breaddddd,da-work-1024284927,小问号的朋友,2020-04-11,1318,1267,1026,51,21,69,833,593,476,1069,1069,0,simplified
da-author-re-spectators-464e4708,Re_spectators,da-work-1026154822,一花一世界,2020-04-25,9195,9094,6419,101,119,272,5466,3738,3056,6794,6794,0,mixed
da-author-re-spectators-464e4708,Re_spectators,da-work-1026154861,SCP-CN-1827,2020-04-25,815,776,618,39,26,32,514,384,319,703,703,0,simplified
da-author-re-spectators-464e4708,Re_spectators,da-work-1035036156,青鸟,2020-05-03,5692,5055,2328,637,26,112,2663,1328,1011,2339,2339,0,mixed
da-author-breaddddd-d9923f3d,breaddddd,da-work-1076522189,巧克力烤面包,2020-05-24,2013,2007,1545,6,8,38,1203,865,701,1566,1566,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1086212331,愚者漫吟游,2020-05-25,2046,1824,839,222,9,10,940,484,366,850,850,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1133221610,死血,2020-05-30,3125,2983,2131,142,13,59,1724,1192,972,2164,2164,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1133955432,异学陆柒壹 若港梦华,2020-05-31,6479,6260,4613,219,28,253,3874,2616,1733,4349,4349,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1148395730,🎴㉩🔪🙀,2020-06-11,1007,1008,750,0,1,16,605,437,365,802,802,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1156352079,PS-01 问题,2020-06-15,4152,4150,3496,2,4,177,2731,2094,1723,3817,3817,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1164253803,液体猫咪,2020-06-18,5492,4833,1697,659,19,101,2456,964,797,1761,1761,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1165114729,最期之艦,2020-06-22,666,637,533,29,10,1,396,292,199,491,491,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1165115409,黑桃皇后童谣集：神奇竖林大冒险,2020-06-22,247,245,206,2,2,3,156,116,86,202,202,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1165120332,小雅 · 悠飔,2020-06-23,3261,2952,1143,309,65,59,1765,703,457,1160,1160,7,mixed
da-author-breaddddd-d9923f3d,breaddddd,da-work-1165201965,文语谈 第九期：infas,2020-06-29,17060,16586,12623,474,435,767,11161,7975,6316,14291,14291,0,simplified
da-author-mscarlet-78b5e8fb,MScarlet,da-work-1165207306,一頭會行走的海豹,2020-06-30,2477,2376,1560,101,26,34,1379,930,764,1694,1694,0,mixed
da-author-agent-phage-bc08199e,Agent Phage,da-work-1204177967,PS-02 坏运,2020-07-19,5227,5081,4401,146,13,203,3399,2731,2312,5043,5043,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1204498253,游音流 - 鲨击百科,2020-07-19,22049,15536,7373,6513,260,277,9047,4174,3108,7282,7282,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1257303606,虚皇衍帝说无量绎梦万天七法妙宝镇域外伪魔经,2020-07-31,3630,3407,2095,223,5,108,1958,1175,776,1951,1951,0,mixed
da-author-agent-phage-bc08199e,Agent Phage,da-work-1260628233,第〇〇三三号,2020-08-03,5441,5270,4526,171,44,186,3404,2679,2149,4828,4828,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-1260808376,安布罗斯 x AWCY联名快闪店,2020-08-16,5366,5338,4480,28,26,145,3291,2574,2093,4667,4667,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1261306531,万劫历数混元通纪 · 十纪卮言第七 · 中,2020-08-20,28774,28587,23195,187,49,1037,18654,13396,8779,22175,22175,0,mixed
da-author-agent-phage-bc08199e,Agent Phage,da-work-1267725120,文语谈 第十一期：紫猫,2020-08-23,13038,12654,10038,384,344,449,8383,6161,5020,11181,11181,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1278079946,鲁镇纪略,2020-09-09,3427,3352,2892,75,11,120,2193,1748,1402,3150,3150,0,mixed
da-author-breaddddd-d9923f3d,breaddddd,da-work-1299736730,文语谈 第十二期：噬菌体,2020-09-14,16916,16514,12980,402,357,514,10867,8050,6457,14507,14507,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1304974711,子不语 · 蝶蛛 · 第捌柒伍,2020-09-25,1144,1100,845,44,11,44,744,513,344,857,857,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1305053919,笔记：没有人是真正的西方勇者,2020-10-02,966,956,817,10,5,10,574,448,364,812,812,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1305762934,异学子 · 西那王上 · 神御,2020-11-10,2493,2299,1344,194,5,74,1381,812,534,1346,1346,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1306161187,摇铃组诗 - 秋之章,2020-12-11,912,913,783,0,12,8,586,455,343,798,798,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1306311171,异学零壹捌 感孕寄胎,2020-12-23,6156,5932,4348,224,26,208,3773,2574,1740,4314,4314,4,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1306318159,步虚列仙传续编：北极仙翁礼宝丈人,2020-12-24,1940,1711,702,229,8,43,869,389,258,647,647,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-1306372902,非官方中分mtf列表整理,2020-12-31,48162,47181,15324,981,955,947,26727,7908,3975,11883,11883,0,mixed
da-author-agent-phage-bc08199e,Agent Phage,da-work-1306820190,除夕事变-第一部分：辞旧,2021-02-11,3791,3597,3188,194,15,110,2256,1866,1581,3447,3447,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1306878731,除夕事变-第二部分：贺岁,2021-02-12,4936,4726,3957,210,17,187,3094,2355,1917,4272,4272,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1306900999,除夕事变-第三部分：迎新,2021-02-14,4965,4907,3960,58,12,190,3219,2372,1908,4280,4280,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1306901813,银杏生长,2021-02-14,3634,3460,2912,174,10,124,2226,1754,1457,3211,3211,0,simplified
da-author-re-spectators-464e4708,Re_spectators,da-work-1306943399,混沌理论,2021-02-17,1647,1533,764,114,22,36,915,424,297,721,721,0,mixed
da-author-mscarlet-78b5e8fb,MScarlet,da-work-1306973577,假面,2021-02-21,5266,5039,2737,227,29,70,3012,1623,1195,2818,2818,0,mixed
da-author-breaddddd-d9923f3d,breaddddd,da-work-1306989753,SPC-CN-777,2021-02-24,1498,1497,1218,1,2,34,907,697,564,1261,1261,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1306990183,渺茫生建木,2021-02-24,325,321,251,4,2,3,209,148,102,250,250,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1307247841,茧房,2021-03-15,1247,1248,985,0,2,23,747,569,474,1043,1043,0,simplified
da-author-re-spectators-464e4708,Re_spectators,da-work-1307368226,盐之子,2021-03-16,4231,4077,2824,154,19,95,2427,1620,1328,2948,2948,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1307465113,咸水歌·疍家仔,2021-03-18,317,318,264,0,1,1,252,197,143,340,340,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1308319039,时停的囚笼,2021-03-21,5895,5225,2055,670,36,106,2715,1171,935,2106,2106,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-1308413127,文语谈 第十三期：真理,2021-03-25,16312,15949,12313,363,323,475,10268,7592,6145,13737,13737,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-1308434499,小区守护神,2021-03-27,2524,2523,1850,1,6,49,1473,1037,834,1871,1871,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-1308434501,小美面具,2021-03-27,2622,2620,1715,2,5,46,1522,986,797,1783,1783,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1308475040,文语谈 第十五期：歌辞,2021-04-04,28476,27542,20638,934,675,679,18043,12685,9868,22553,22553,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-1308482173,文语谈 第十六期：HD,2021-04-05,20759,20550,17255,209,184,383,13030,10425,8610,19035,19035,0,simplified
da-author-mscarlet-78b5e8fb,MScarlet,da-work-1308568581,屬於偶像的戰場,2021-04-12,3383,3208,2648,175,13,75,2142,1631,1332,2963,2963,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1308610057,破碎之诞,2021-04-15,2586,2148,757,438,13,12,1061,443,337,780,780,0,simplified
da-author-re-spectators-464e4708,Re_spectators,da-work-1310969119,梦见天堂,2021-05-05,1712,1710,1094,2,5,37,951,633,513,1146,1146,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1310979032,未来星宿化劫谶,2021-05-05,1114,1102,770,12,17,81,818,485,244,729,729,0,mixed
da-author-breaddddd-d9923f3d,breaddddd,da-work-1311008924,发际线大作战,2021-05-09,2593,2584,2063,9,16,71,1580,1160,890,2050,2050,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-1311013939,文语谈 第十七期：花子,2021-05-10,14784,14563,12150,221,190,454,9186,7257,5985,13242,13242,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1312031374,超形上学导论,2021-06-09,36751,36493,28038,258,283,746,22433,16595,13106,29701,29701,0,simplified
da-author-re-spectators-464e4708,Re_spectators,da-work-1312042098,解密：SCP-CN-1353 - 地西泮仪式,2021-06-11,14017,14002,10758,15,117,403,8984,6326,4977,11303,11303,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1312092619,在场证明,2021-06-15,1172,1161,942,11,12,20,722,554,453,1007,1007,0,simplified
da-author-re-spectators-464e4708,Re_spectators,da-work-1312342920,文语谈 第十八期：道格,2021-07-12,20183,19921,16671,262,225,387,12851,10271,8614,18885,18885,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1312367742,戲題箱庭東洋百景·其一·率舞,2021-07-17,427,403,323,24,5,1,267,186,116,302,302,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1312440942,逆模因：传播的“强噪音”,2021-07-27,6086,5998,5016,88,59,128,3846,2928,2314,5242,5242,0,mixed
da-author-breaddddd-d9923f3d,breaddddd,da-work-1312533781,文语谈 第十九期：路人,2021-08-07,12593,12191,9411,402,348,435,8054,5845,4741,10586,10586,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1313624985,《SCP基金会：通用掩盖协议指南》,2021-08-14,24618,23936,19238,682,30,460,13859,10824,9360,20184,20184,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1324148511,《贡扎罗王》节选：三只乌鸦,2021-09-24,485,483,435,2,2,1,322,273,226,499,499,0,mixed
da-author-agent-phage-bc08199e,Agent Phage,da-work-1324311781,が-D-0191“第二心脏”贩卖信息,2021-10-04,3483,3446,2861,37,33,94,2140,1624,1340,2964,2964,0,simplified
da-author-agent-phage-bc08199e,Agent Phage,da-work-1329988705,化烟,2021-11-11,1736,1722,1220,14,6,49,1071,722,565,1287,1287,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1330042257,破碎公教之基西拉信经,2021-11-13,8339,7909,5200,430,36,169,4821,3070,2395,5465,5465,0,simplified
da-author-breaddddd-d9923f3d,breaddddd,da-work-1330077047,《朝颜文学报特刊》：易碎的少女青涩之梦——三明治社动画赏析与杂谈,2021-11-16,18544,18453,16151,91,48,386,11244,9271,7706,16977,16977,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1331014733,你们为什么不信那些迹象呢？,2021-12-17,949,939,539,10,13,14,591,310,222,532,532,0,simplified
da-author-etinjat-1c584251,Etinjat,da-work-1331158659,愚者史诗：俄耳甫斯之死,2021-12-22,2733,2733,2385,0,10,9,1793,1447,1127,2574,2574,0,mixed
da-author-etinjat-1c584251,Etinjat,da-work-1331206445,箱根町奇蹄病大屠杀事件始末,2021-12-28,7071,7016,5904,55,31,151,4264,3324,2667,5991,5991,0,simplified
