author,rank,target,author_count,other_authors_count,author_rate,other_authors_rate,log2_rate_ratio_smoothed
Etinjat,22,叙事,52,10,0.001238095238095238,5.9523809523809524e-05,4.26846307389782
Etinjat,23,之人,7,1,0.00016666666666666666,5.9523809523809525e-06,3.9999742379719185
Etinjat,24,载,7,1,0.00016666666666666666,5.9523809523809525e-06,3.9999742379719185
Etinjat,25,亦,18,4,0.00042857142857142855,2.380952380952381e-05,3.9259736565281416
Etinjat,26,叙事层,10,2,0.0002380952380952381,1.1904761904761905e-05,3.8744433558880593
Etinjat,27,叙述,10,2,0.0002380952380952381,1.1904761904761905e-05,3.8744433558880593
Etinjat,28,焉,6,1,0.00014285714285714287,5.9523809523809525e-06,3.8073291600295227
Etinjat,29,兮,5,1,0.00011904761904761905,5.9523809523809525e-06,3.5849367386930746
Etinjat,30,有所,5,1,0.00011904761904761905,5.9523809523809525e-06,3.5849367386930746
Etinjat,31,之,60,22,0.0014285714285714286,0.00013095238095238096,3.407149619477792
Etinjat,32,元,6,2,0.00014285714285714287,1.1904761904761905e-05,3.222366659308366
Etinjat,33,所谓,6,2,0.00014285714285714287,1.1904761904761905e-05,3.222366659308366
Etinjat,34,故,6,2,0.00014285714285714287,1.1904761904761905e-05,3.222366659308366
Etinjat,35,虚构,6,2,0.00014285714285714287,1.1904761904761905e-05,3.222366659308366
Etinjat,36,符号,8,3,0.00019047619047619048,1.785714285714286e-05,3.1698992394142307
Etinjat,37,欲,14,6,0.0003333333333333333,3.571428571428572e-05,3.0995099115228326
Etinjat,38,见,16,7,0.00038095238095238096,4.1666666666666665e-05,3.0874370792222576
Etinjat,39,作,5,2,0.00011904761904761905,1.1904761904761905e-05,2.999974237971918
Etinjat,40,形成的,5,2,0.00011904761904761905,1.1904761904761905e-05,2.999974237971918
Etinjat,41,某些,5,2,0.00011904761904761905,1.1904761904761905e-05,2.999974237971918
Etinjat,42,指,8,4,0.00019047619047619048,2.380952380952381e-05,2.8479711445268685
Etinjat,43,天下,6,3,0.00014285714285714287,1.785714285714286e-05,2.8073291600295227
Etinjat,44,此处,6,3,0.00014285714285714287,1.785714285714286e-05,2.8073291600295227
Etinjat,45,世界的,9,5,0.00021428571428571427,2.9761904761904762e-05,2.7369398321381246
Etinjat,46,您的,9,5,0.00021428571428571427,2.9761904761904762e-05,2.7369398321381246
Etinjat,47,云,5,3,0.00011904761904761905,1.785714285714286e-05,2.5849367386930746
Etinjat,48,带有,5,3,0.00011904761904761905,1.785714285714286e-05,2.5849367386930746
Etinjat,49,梦,5,3,0.00011904761904761905,1.785714285714286e-05,2.5849367386930746
Etinjat,50,道,6,4,0.00014285714285714287,2.380952380952381e-05,2.48540106514216
Etinjat,51,他的,15,11,0.00035714285714285714,6.547619047619048e-05,2.415011737250762
Etinjat,52,就像,8,6,0.00019047619047619048,3.571428571428572e-05,2.3625443173566265
Etinjat,53,意义,10,8,0.0002380952380952381,4.761904761904762e-05,2.2894808551669033
Etinjat,54,也可以,5,4,0.00011904761904761905,2.380952380952381e-05,2.2630086438057124
Etinjat,55,三,6,5,0.00014285714285714287,2.9761904761904762e-05,2.222366659308366
Etinjat,56,上层,6,5,0.00014285714285714287,2.9761904761904762e-05,2.222366659308366
Etinjat,57,异学会,6,6,0.00014285714285714287,3.571428571428572e-05,1.9999742379719185
Etinjat,58,不可,5,5,0.00011904761904761905,2.9761904761904762e-05,1.9999742379719183
Etinjat,59,信息的,5,5,0.00011904761904761905,2.9761904761904762e-05,1.9999742379719183
Etinjat,60,对其,5,5,0.00011904761904761905,2.9761904761904762e-05,1.9999742379719183
Etinjat,61,对象,5,5,0.00011904761904761905,2.9761904761904762e-05,1.9999742379719183
Etinjat,62,听,10,11,0.0002380952380952381,6.547619047619048e-05,1.8744433558880593
Etinjat,63,正,8,9,0.00019047619047619048,5.357142857142857e-05,1.8479711445268685
Etinjat,64,里的,7,8,0.00016666666666666666,4.761904761904762e-05,1.830049236529606
Etinjat,65,即,13,15,0.0003095238095238095,8.928571428571429e-05,1.8073291600295225
Etinjat,66,事物,5,6,0.00011904761904761905,3.571428571428572e-05,1.7775818166354704
Etinjat,67,化,5,6,0.00011904761904761905,3.571428571428572e-05,1.7775818166354704
